EEID,Full Name,Job Title,Department,Business Unit,Age,Gender,Ethnicity,City,Country,Hire Date,Exit Date,Annual Salary,Bonus %
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,30,Male,Latino,Austin,United States,2/11/2017,,$92058,0% 
E01684,Jaxson Liang,Field Engineer,Engineering,Manufacturing,64,Male,Asian,Phoenix,United States,3/3/2019,,$67114,0% 
E02968,Caroline Santos,Analyst II,Finance,Research & Development,25,Female,Latino,Sao Paulo,Brazil,7/12/2020,,$56565,0% 
E03362,Lily Henderson,HRIS Analyst,Human Resources,Manufacturing,61,Female,Caucasian,Phoenix,United States,5/20/2011,,$64937,0% 
E01108,Hannah Martinez,Manager,Marketing,Manufacturing,65,Female,Latino,Miami,United States,9/7/2006,,$127626,10% 
E02217,William Phillips,Network Architect,IT,Corporate,61,Male,Black,Austin,United States,1/27/2004,,$88478,0% 
E03519,Eliza Zheng,Computer Systems Manager,IT,Speciality Products,48,Female,Asian,Chongqing,China,4/20/2014,,$91679,7% 
E01967,John Dang,Director,Sales,Corporate,58,Male,Asian,Chongqing,China,3/19/1992,,$199848,16% 
E01125,Joshua Yang,Network Engineer,IT,Manufacturing,34,Male,Asian,Shanghai,China,11/10/2018,,$61944,0% 
E03795,Hazel Young,Sr. Manger,Sales,Speciality Products,30,Female,Black,Austin,United States,8/13/2017,,$154624,15% 
E00508,Thomas Jung,Sr. Analyst,Accounting,Research & Development,50,Male,Asian,Shanghai,China,10/23/2009,,$79447,0% 
E02047,Xavier Perez,Sr. Analyst,Sales,Manufacturing,51,Male,Latino,Rio de Janerio,Brazil,2/26/1998,,$71111,0% 
E01582,Elijah Coleman,Sr. Manger,Sales,Research & Development,53,Male,Caucasian,Miami,United States,10/19/2014,,$159538,11% 
E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,47,Female,Latino,Rio de Janerio,Brazil,10/2/2018,,$111404,0% 
E04872,Isaac Stewart,Director,Marketing,Speciality Products,25,Male,Caucasian,Miami,United States,8/15/2020,,$172007,26% 
E03159,Claire Romero,Vice President,Marketing,Manufacturing,37,Female,Latino,Manaus,Brazil,7/21/2011,,$219474,36% 
E01337,Andrew Coleman,Director,Finance,Corporate,41,Male,Caucasian,Miami,United States,5/15/2019,,$174415,23% 
E00102,Riley Rojas,Network Architect,IT,Speciality Products,36,Female,Latino,Rio de Janerio,Brazil,1/21/2021,,$90333,0% 
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,25,Male,Asian,Phoenix,United States,1/21/2021,,$67299,0% 
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,52,Female,Caucasian,Chicago,United States,2/23/2005,,$45286,0% 
E03354,Austin Brown,Director,Marketing,Research & Development,48,Male,Caucasian,Phoenix,United States,8/8/2007,,$194723,25% 
E01225,Christian Fong,Manager,Sales,Research & Development,49,Male,Asian,Beijing,China,8/10/2012,2/4/2020,$109850,7% 
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,62,Female,Latino,Sao Paulo,Brazil,4/19/2014,,$45295,0% 
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,36,Female,Caucasian,Phoenix,United States,8/23/2010,,$61310,0% 
E02848,Lincoln Huynh,System Administrator ,IT,Research & Development,55,Male,Asian,Chongqing,China,11/9/2016,,$87851,0% 
E00480,Hadley Yee,Business Partner,Human Resources,Speciality Products,31,Female,Asian,Seattle,United States,3/12/2018,,$47913,0% 
E00203,Julia Doan,Business Partner,Human Resources,Speciality Products,53,Female,Asian,Columbus,United States,9/7/2017,5/31/2018,$46727,0% 
E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,27,Male,Asian,Phoenix,United States,4/16/2021,,$133400,11% 
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,39,Female,Asian,Miami,United States,4/22/2020,,$90535,0% 
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,55,Male,Asian,Chongqing,China,7/11/2006,,$93343,0% 
E00647,Emily Gupta,HRIS Analyst,Human Resources,Corporate,44,Female,Asian,Miami,United States,2/23/2006,,$63705,0% 
E02522,Silas Rivera,Vice President,Sales,Corporate,48,Male,Latino,Chicago,United States,2/28/2000,,$258081,30% 
E00459,Jackson Jordan,Business Partner,Human Resources,Research & Development,48,Male,Black,Phoenix,United States,9/21/2020,,$54654,0% 
E03007,Isaac Joseph,Analyst,Sales,Manufacturing,54,Male,Caucasian,Seattle,United States,9/24/1998,,$58006,0% 
E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,42,Female,Asian,Beijing,China,3/18/2011,,$150034,12% 
E00952,Leilani Thao,Director,Human Resources,Speciality Products,38,Female,Asian,Seattle,United States,5/30/2007,,$198562,22% 
E03863,Madeline Watson,Account Representative,Sales,Research & Development,40,Female,Black,Miami,United States,5/27/2009,8/14/2021,$62411,0% 
E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,57,Male,Asian,Miami,United States,1/9/1992,,$111299,12% 
E01895,Peyton Walker,Analyst,Marketing,Research & Development,43,Female,Caucasian,Miami,United States,7/13/2019,,$41545,0% 
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,26,Male,Latino,Columbus,United States,4/14/2019,1/15/2021,$74467,0% 
E02938,Jace Washington,Manager,Accounting,Research & Development,44,Male,Caucasian,Phoenix,United States,2/9/2002,,$117545,6% 
E03379,Landon Kim,Manager,Human Resources,Speciality Products,50,Male,Asian,Phoenix,United States,3/15/2012,,$117226,8% 
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,26,Female,Latino,Phoenix,United States,1/24/2019,,$55767,0% 
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,29,Female,Caucasian,Austin,United States,11/17/2016,,$60930,0% 
E00943,Elena Mendoza,Director,Sales,Speciality Products,27,Female,Latino,Sao Paulo,Brazil,10/24/2018,,$154973,29% 
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,33,Female,Asian,Columbus,United States,10/21/2017,,$69332,0% 
E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,59,Female,Asian,Shanghai,China,4/9/2001,,$119699,0% 
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,40,Female,Latino,Manaus,Brazil,9/20/2020,,$198176,17% 
E00577,Nora Nunez,Analyst II,Finance,Research & Development,45,Female,Latino,Sao Paulo,Brazil,8/6/2012,,$58586,0% 
E00538,Caleb Xiong,Sr. Account Representative,Sales,Corporate,38,Male,Asian,Chicago,United States,11/28/2011,,$74010,0% 
E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,32,Male,Caucasian,Phoenix,United States,2/3/2020,,$96598,0% 
E00717,Madelyn Chan,Manager,Sales,Speciality Products,64,Female,Asian,Phoenix,United States,5/21/2003,,$106444,5% 
E00225,Angel Delgado,Director,Finance,Corporate,31,Male,Latino,Seattle,United States,8/10/2017,,$156931,28% 
E02889,Mia Herrera,Director,Marketing,Research & Development,43,Female,Latino,Manaus,Brazil,10/16/2014,,$171360,23% 
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,45,Female,Caucasian,Miami,United States,4/5/2009,,$64505,0% 
E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,32,Male,Latino,Rio de Janerio,Brazil,10/9/2021,,$102298,13% 
E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,27,Female,Latino,Rio de Janerio,Brazil,9/13/2019,,$133297,13% 
E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,25,Female,Black,Austin,United States,3/17/2021,,$155080,10% 
E04335,Parker Allen,Sr. Analyst,Sales,Speciality Products,31,Male,Caucasian,Miami,United States,8/13/2018,,$81828,0% 
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,65,Female,Asian,Chengdu,China,10/24/2000,,$149417,13% 
E03102,Cooper Valdez,Manager,Sales,Corporate,50,Male,Latino,Sao Paulo,Brazil,4/25/2012,,$113269,9% 
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,46,Male,Asian,Austin,United States,12/16/2017,,$136716,12% 
E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,54,Male,Latino,Austin,United States,10/20/2011,,$122644,12% 
E03894,Charlotte Chang,Manager,Sales,Research & Development,50,Female,Asian,Chicago,United States,5/7/2000,,$106428,7% 
E03106,Xavier Davis,Vice President,Finance,Corporate,36,Male,Caucasian,Seattle,United States,1/17/2009,,$238236,31% 
E01350,Natalie Carter,Director,Finance,Corporate,64,Female,Caucasian,Austin,United States,12/21/2012,,$153253,24% 
E02900,Elena Richardson,Manager,Accounting,Manufacturing,34,Female,Caucasian,Columbus,United States,10/3/2014,,$103707,9% 
E02202,Emilia Bailey,Vice President,Accounting,Speciality Products,41,Female,Caucasian,Austin,United States,8/9/2012,,$245360,37% 
E02696,Ryan Lu,Development Engineer,Engineering,Speciality Products,25,Male,Asian,Columbus,United States,7/8/2021,,$67275,0% 
E01722,Asher Huynh,Manager,IT,Manufacturing,45,Male,Asian,Phoenix,United States,1/22/2015,,$101288,10% 
E04562,Kinsley Martinez,Director,Human Resources,Speciality Products,52,Female,Latino,Sao Paulo,Brazil,8/28/1993,,$177443,25% 
E00640,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,37,Female,Black,Chicago,United States,4/27/2016,,$91400,0% 
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,44,Male,Latino,Sao Paulo,Brazil,9/10/2007,,$181247,33% 
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,42,Male,Black,Phoenix,United States,10/20/2003,,$135558,14% 
E00646,Charles Moore,Analyst,Accounting,Speciality Products,49,Male,Caucasian,Seattle,United States,12/17/2011,,$56878,0% 
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,34,Male,Asian,Beijing,China,9/20/2019,,$94735,0% 
E03580,Maverick Medina,Analyst II,Sales,Manufacturing,39,Male,Latino,Seattle,United States,5/27/2007,,$51234,0% 
E00446,Isaac Han,Vice President,Human Resources,Speciality Products,31,Male,Asian,Phoenix,United States,1/14/2015,,$230025,34% 
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,36,Female,Asian,Beijing,China,3/11/2010,,$134006,13% 
E03718,Zoe Zhou,Manager,Finance,Corporate,61,Female,Asian,Beijing,China,10/6/2009,,$103096,7% 
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,29,Male,Asian,Columbus,United States,8/20/2016,,$58703,0% 
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,33,Male,Latino,Rio de Janerio,Brazil,12/24/2012,,$132544,10% 
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,32,Male,Caucasian,Miami,United States,4/15/2020,,$126671,9% 
E03000,Hailey Hong,Account Representative,Sales,Research & Development,33,Female,Asian,Chicago,United States,1/22/2021,,$56405,0% 
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,36,Female,Asian,Chongqing,China,11/29/2014,,$88730,8% 
E02684,Aaron Maldonado,Analyst II,Finance,Manufacturing,39,Male,Latino,Seattle,United States,9/17/2008,,$62861,0% 
E02561,Samantha Vargas,Director,Human Resources,Corporate,53,Female,Latino,Sao Paulo,Brazil,7/21/2006,,$151246,21% 
E03168,Nora Le,Sr. Manger,IT,Manufacturing,53,Female,Asian,Seattle,United States,4/12/1997,,$154388,10% 
E00758,Alice Roberts,Director,Human Resources,Manufacturing,54,Female,Caucasian,Miami,United States,9/26/1994,5/24/2004,$162978,17% 
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,55,Male,Latino,Miami,United States,11/17/1993,,$80170,0% 
E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,44,Female,Asian,Miami,United States,4/28/2021,,$98520,0% 
E04415,Leonardo Luong,Manager,Finance,Manufacturing,52,Male,Asian,Phoenix,United States,12/29/1999,,$116527,7% 
E03278,Nicholas Wong,Director,Sales,Research & Development,27,Male,Asian,Columbus,United States,11/7/2019,,$174607,29% 
E00282,Jeremiah Castillo,Analyst II,Accounting,Research & Development,58,Male,Latino,Columbus,United States,4/12/2006,,$64202,0% 
E03305,Cooper Jiang,Analyst II,Accounting,Corporate,49,Male,Asian,Chongqing,China,7/25/2019,3/2/2021,$50883,0% 
E00559,Penelope Silva,Network Architect,IT,Speciality Products,36,Female,Latino,Columbus,United States,11/3/2016,,$94618,0% 
E02558,Jose Richardson,Director,Marketing,Research & Development,26,Male,Caucasian,Miami,United States,10/15/2019,,$151556,20% 
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,37,Female,Asian,Phoenix,United States,3/8/2020,,$80659,0% 
E03858,John Cho,Director,Human Resources,Speciality Products,47,Male,Asian,Chengdu,China,11/3/2019,,$195385,21% 
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,29,Male,Latino,Rio de Janerio,Brazil,5/19/2016,,$52693,0% 
E00126,Isabella Scott,Network Administrator,IT,Research & Development,58,Female,Caucasian,Phoenix,United States,4/26/2016,,$72045,0% 
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,47,Male,Latino,Manaus,Brazil,11/28/2005,,$62749,0% 
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,52,Male,Asian,Shanghai,China,6/4/2018,,$154884,10% 
E00481,Jameson Nelson,Network Architect,IT,Research & Development,61,Male,Caucasian,Columbus,United States,3/8/2016,,$96566,0% 
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,45,Male,Latino,Columbus,United States,8/23/2001,,$54994,0% 
E03902,Madison Hunter,Network Administrator,IT,Corporate,40,Female,Caucasian,Columbus,United States,2/5/2012,,$61523,0% 
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,45,Male,Black,Columbus,United States,12/12/2010,,$190512,32% 
E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,37,Female,Asian,Beijing,China,2/13/2013,,$124827,0% 
E00836,Wesley King,Manager,Accounting,Manufacturing,57,Male,Caucasian,Chicago,United States,1/19/2019,,$101577,5% 
E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,44,Female,Latino,Phoenix,United States,10/17/2005,,$105223,10% 
E00287,Maverick Figueroa,IT Systems Architect,IT,Corporate,48,Male,Latino,Chicago,United States,7/6/2008,,$94815,0% 
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,25,Female,Asian,Chengdu,China,12/15/2021,,$114893,6% 
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,35,Female,Latino,Austin,United States,1/10/2017,,$80622,0% 
E03247,Aaliyah Mai,Vice President,IT,Speciality Products,57,Female,Asian,Phoenix,United States,11/11/2016,3/26/2017,$246589,33% 
E02703,Austin Vang,Manager,Marketing,Speciality Products,49,Male,Asian,Beijing,China,5/20/2018,3/14/2019,$119397,9% 
E02191,Maria Sun,Director,Sales,Corporate,25,Female,Asian,Chengdu,China,12/19/2021,,$150666,23% 
E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,46,Female,Caucasian,Phoenix,United States,1/9/2002,,$148035,14% 
E03349,Dylan Chin,Director,Finance,Corporate,60,Male,Asian,Miami,United States,6/5/2017,,$158898,18% 
E04032,Emery Zhang,Field Engineer,Engineering,Corporate,45,Female,Asian,Beijing,China,2/28/2012,,$89659,0% 
E00005,Riley Washington,Director,Sales,Speciality Products,39,Female,Caucasian,Phoenix,United States,4/29/2007,,$171487,23% 
E04354,Raelynn Rios,Vice President,Sales,Manufacturing,43,Female,Latino,Columbus,United States,8/21/2016,,$258498,35% 
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,37,Male,Asian,Columbus,United States,11/29/2010,,$146961,11% 
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,48,Male,Latino,Manaus,Brazil,4/22/1998,11/27/2004,$85369,0% 
E03058,Robert Wright,Technical Architect,IT,Manufacturing,30,Male,Caucasian,Chicago,United States,6/14/2015,,$67489,0% 
E04762,Audrey Richardson,Director,IT,Manufacturing,46,Female,Caucasian,Chicago,United States,10/6/2018,,$166259,17% 
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,55,Female,Asian,Columbus,United States,1/7/2009,,$47032,0% 
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,33,Male,Caucasian,Columbus,United States,9/18/2016,,$98427,0% 
E01909,Lillian Khan,Analyst,Finance,Speciality Products,44,Female,Asian,Chengdu,China,5/31/2010,1/8/2018,$47387,0% 
E04398,Oliver Yang,Director,Marketing,Speciality Products,31,Male,Asian,Miami,United States,6/10/2019,,$176710,15% 
E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,33,Female,Asian,Chengdu,China,1/28/2012,,$95960,0% 
E03545,Sofia Cheng,Vice President,Accounting,Corporate,63,Female,Asian,Miami,United States,7/26/2020,,$216195,31% 
